source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
3373085521202437632,17698607598593968,RP,1716.9127845829844,9.110065520664476,1822811.613946546,3639.841852877915,500.7942,false,false,0,369295546864633574
3373085521202437632,19586118780770130,RP,1751.050846279493,9.06879656820372,1893430.4973482944,3586.56083349874,527.9237,false,false,0,369295546864633574
3373085521202437632,26900786954801585,RP,1883.3341189422167,8.978147051474497,2058302.3727076626,2505.7442373512804,821.43353,false,false,0,369295546864633574
3373085521202437632,28186256082400550,RP,1906.5789750804115,8.881407311354167,2250116.8439980256,7442.283025975355,302.3423,false,false,0,369295546864633574
3373085521202437632,29716074717668100,RP,1934.2422168943071,8.9709825594706,2071929.4884101765,2976.0202568288523,696.2081,false,true,0,369295546864633574
3373085521202437632,29716074718847747,RP,1934.2422168943071,8.98673993184033,2042076.5705062584,2943.680781254731,693.71533,false,true,0,369295546864633574
3373085521202437632,29720167000626914,RP,1934.3162161272073,8.978052272917374,2058482.0585680208,2638.597351440406,780.1425,false,false,0,369295546864633574
3373085521202437632,37477713289450345,RP,2074.6071453482487,9.050237329526976,1926074.4199976334,2996.6228168160715,642.74835,false,false,0,369295546864633574
3373085521202437632,37487454119944931,RP,2074.783322143957,9.030368892014321,1961645.1030993722,4505.502324398714,435.38876,false,false,0,369295546864633574
3373085521202437632,38938594502128464,RP,2101.029020396369,9.251953975438052,1599507.9577482904,2164.6428010451777,738.9247,false,false,0,369295546864633574
3373085521202437632,38942686790717871,RP,2101.103019814272,9.234984250423619,1624704.1698451582,1438.265191907149,1129.6277,false,false,0,369295546864633574
3373085521202437632,40334503517501143,RP,2126.275766954618,9.366931796219268,1438782.930524572,2593.325623518328,554.80225,false,false,0,369295546864633574
3373085521202437632,40338595809916722,RP,2126.3497826900784,9.373411613965834,1430221.655892781,2329.4889200607786,613.9637,false,false,0,369295546864633574
3373085521202437632,49187078718002717,RP,2286.366698662633,9.229527118387965,1632890.8216693634,2300.192704573286,709.89307,false,false,0,369295546864633574
3373085521202437632,49196819542210275,RP,2286.5428421071815,9.228390568177415,1634601.029082337,5139.505806947292,318.04636,false,false,0,369295546864633574
3373085521202437632,50468525936092063,RP,2309.538819991855,9.338309129077249,1477217.1588960076,1466.7445597498913,1007.14,false,false,0,369295546864633574
3373085521202437632,50472618255488162,RP,2309.6128204195948,9.334598285009072,1482274.6497875687,1398.8126393469533,1059.6664,false,false,0,369295546864633574
